:START_ID(Product),:END_ID(Component),:TYPE,source
iphone_17_pmax,pmic,USES_COMPONENT,techinsights;ifixit
iphone_17_pmax,battery,USES_COMPONENT,techinsights;ifixit
iphone_17_pmax,enclosure,USES_COMPONENT,techinsights;ifixit
iphone_17_pmax,fpc,USES_COMPONENT,techinsights;ifixit
iphone_17_pmax,pcb,USES_COMPONENT,techinsights;ifixit
iphone_17_pmax,substrate,USES_COMPONENT,techinsights;ifixit
iphone_17_pmax,osat,USES_COMPONENT,techinsights;ifixit
iphone_17_pmax,speaker,USES_COMPONENT,techinsights;ifixit
iphone_17_pmax,mic,USES_COMPONENT,techinsights;ifixit
iphone_17_pmax,sensor_motion,USES_COMPONENT,techinsights;ifixit
iphone_17_pmax,optical_filter,USES_COMPONENT,techinsights;ifixit
iphone_17_pmax,uwb,USES_COMPONENT,techinsights;ifixit
mba_13_m4,soc,USES_COMPONENT,techinsights;ifixit
mba_13_m4,display_panel,USES_COMPONENT,techinsights;ifixit
mba_13_m4,cover_glass,USES_COMPONENT,techinsights;ifixit
mba_13_m4,dram,USES_COMPONENT,techinsights;ifixit
mba_13_m4,nand,USES_COMPONENT,techinsights;ifixit
mba_13_m4,connectivity,USES_COMPONENT,techinsights;ifixit
mba_13_m4,pmic,USES_COMPONENT,techinsights;ifixit
mba_13_m4,battery,USES_COMPONENT,techinsights;ifixit
mba_13_m4,enclosure,USES_COMPONENT,techinsights;ifixit
mba_13_m4,fpc,USES_COMPONENT,techinsights;ifixit
mba_13_m4,pcb,USES_COMPONENT,techinsights;ifixit
mba_13_m4,substrate,USES_COMPONENT,techinsights;ifixit
mba_13_m4,osat,USES_COMPONENT,techinsights;ifixit
mba_13_m4,speaker,USES_COMPONENT,techinsights;ifixit
mba_13_m4,mic,USES_COMPONENT,techinsights;ifixit
mba_13_m4,sensor_motion,USES_COMPONENT,techinsights;ifixit
mba_15_m4,soc,USES_COMPONENT,techinsights;ifixit
mba_15_m4,display_panel,USES_COMPONENT,techinsights;ifixit
mba_15_m4,cover_glass,USES_COMPONENT,techinsights;ifixit
mba_15_m4,dram,USES_COMPONENT,techinsights;ifixit
mba_15_m4,nand,USES_COMPONENT,techinsights;ifixit
mba_15_m4,connectivity,USES_COMPONENT,techinsights;ifixit
mba_15_m4,pmic,USES_COMPONENT,techinsights;ifixit
mba_15_m4,battery,USES_COMPONENT,techinsights;ifixit
mba_15_m4,enclosure,USES_COMPONENT,techinsights;ifixit
mba_15_m4,fpc,USES_COMPONENT,techinsights;ifixit
mba_15_m4,pcb,USES_COMPONENT,techinsights;ifixit
mba_15_m4,substrate,USES_COMPONENT,techinsights;ifixit
mba_15_m4,osat,USES_COMPONENT,techinsights;ifixit
mba_15_m4,speaker,USES_COMPONENT,techinsights;ifixit
mba_15_m4,mic,USES_COMPONENT,techinsights;ifixit
mba_15_m4,sensor_motion,USES_COMPONENT,techinsights;ifixit
mbp_14_m4,soc,USES_COMPONENT,techinsights;ifixit
mbp_14_m4,display_panel,USES_COMPONENT,techinsights;ifixit
mbp_14_m4,cover_glass,USES_COMPONENT,techinsights;ifixit
mbp_14_m4,dram,USES_COMPONENT,techinsights;ifixit
mbp_14_m4,nand,USES_COMPONENT,techinsights;ifixit
mbp_14_m4,connectivity,USES_COMPONENT,techinsights;ifixit
mbp_14_m4,pmic,USES_COMPONENT,techinsights;ifixit
mbp_14_m4,battery,USES_COMPONENT,techinsights;ifixit
mbp_14_m4,enclosure,USES_COMPONENT,techinsights;ifixit
mbp_14_m4,fpc,USES_COMPONENT,techinsights;ifixit
mbp_14_m4,pcb,USES_COMPONENT,techinsights;ifixit
mbp_14_m4,substrate,USES_COMPONENT,techinsights;ifixit
mbp_14_m4,osat,USES_COMPONENT,techinsights;ifixit
mbp_14_m4,speaker,USES_COMPONENT,techinsights;ifixit
mbp_14_m4,mic,USES_COMPONENT,techinsights;ifixit
mbp_14_m4,sensor_motion,USES_COMPONENT,techinsights;ifixit
mbp_16_m4,soc,USES_COMPONENT,techinsights;ifixit
mbp_16_m4,display_panel,USES_COMPONENT,techinsights;ifixit
mbp_16_m4,cover_glass,USES_COMPONENT,techinsights;ifixit
mbp_16_m4,dram,USES_COMPONENT,techinsights;ifixit
mbp_16_m4,nand,USES_COMPONENT,techinsights;ifixit
mbp_16_m4,connectivity,USES_COMPONENT,techinsights;ifixit
mbp_16_m4,pmic,USES_COMPONENT,techinsights;ifixit
mbp_16_m4,battery,USES_COMPONENT,techinsights;ifixit
mbp_16_m4,enclosure,USES_COMPONENT,techinsights;ifixit
mbp_16_m4,fpc,USES_COMPONENT,techinsights;ifixit
mbp_16_m4,pcb,USES_COMPONENT,techinsights;ifixit
mbp_16_m4,substrate,USES_COMPONENT,techinsights;ifixit
mbp_16_m4,osat,USES_COMPONENT,techinsights;ifixit
mbp_16_m4,speaker,USES_COMPONENT,techinsights;ifixit
mbp_16_m4,mic,USES_COMPONENT,techinsights;ifixit
mbp_16_m4,sensor_motion,USES_COMPONENT,techinsights;ifixit
imac_24_m4,soc,USES_COMPONENT,techinsights;ifixit
imac_24_m4,display_panel,USES_COMPONENT,techinsights;ifixit
imac_24_m4,cover_glass,USES_COMPONENT,techinsights;ifixit
imac_24_m4,dram,USES_COMPONENT,techinsights;ifixit
imac_24_m4,nand,USES_COMPONENT,techinsights;ifixit
imac_24_m4,connectivity,USES_COMPONENT,techinsights;ifixit
imac_24_m4,pmic,USES_COMPONENT,techinsights;ifixit
imac_24_m4,battery,USES_COMPONENT,techinsights;ifixit
imac_24_m4,enclosure,USES_COMPONENT,techinsights;ifixit
imac_24_m4,fpc,USES_COMPONENT,techinsights;ifixit
imac_24_m4,pcb,USES_COMPONENT,techinsights;ifixit
imac_24_m4,substrate,USES_COMPONENT,techinsights;ifixit
imac_24_m4,osat,USES_COMPONENT,techinsights;ifixit
imac_24_m4,speaker,USES_COMPONENT,techinsights;ifixit
imac_24_m4,mic,USES_COMPONENT,techinsights;ifixit
imac_24_m4,sensor_motion,USES_COMPONENT,techinsights;ifixit
macmini_m4,soc,USES_COMPONENT,techinsights;ifixit
macmini_m4,display_panel,USES_COMPONENT,techinsights;ifixit
macmini_m4,cover_glass,USES_COMPONENT,techinsights;ifixit
macmini_m4,dram,USES_COMPONENT,techinsights;ifixit
macmini_m4,nand,USES_COMPONENT,techinsights;ifixit
macmini_m4,connectivity,USES_COMPONENT,techinsights;ifixit
macmini_m4,pmic,USES_COMPONENT,techinsights;ifixit
macmini_m4,battery,USES_COMPONENT,techinsights;ifixit
macmini_m4,enclosure,USES_COMPONENT,techinsights;ifixit
macmini_m4,fpc,USES_COMPONENT,techinsights;ifixit
macmini_m4,pcb,USES_COMPONENT,techinsights;ifixit
macmini_m4,substrate,USES_COMPONENT,techinsights;ifixit
macmini_m4,osat,USES_COMPONENT,techinsights;ifixit
macmini_m4,speaker,USES_COMPONENT,techinsights;ifixit
macmini_m4,mic,USES_COMPONENT,techinsights;ifixit
macmini_m4,sensor_motion,USES_COMPONENT,techinsights;ifixit
macstudio_m4,soc,USES_COMPONENT,techinsights;ifixit
macstudio_m4,display_panel,USES_COMPONENT,techinsights;ifixit
macstudio_m4,cover_glass,USES_COMPONENT,techinsights;ifixit
macstudio_m4,dram,USES_COMPONENT,techinsights;ifixit
macstudio_m4,nand,USES_COMPONENT,techinsights;ifixit
macstudio_m4,connectivity,USES_COMPONENT,techinsights;ifixit
macstudio_m4,pmic,USES_COMPONENT,techinsights;ifixit
macstudio_m4,battery,USES_COMPONENT,techinsights;ifixit
macstudio_m4,enclosure,USES_COMPONENT,techinsights;ifixit
macstudio_m4,fpc,USES_COMPONENT,techinsights;ifixit
macstudio_m4,pcb,USES_COMPONENT,techinsights;ifixit
macstudio_m4,substrate,USES_COMPONENT,techinsights;ifixit
macstudio_m4,osat,USES_COMPONENT,techinsights;ifixit
macstudio_m4,speaker,USES_COMPONENT,techinsights;ifixit
macstudio_m4,mic,USES_COMPONENT,techinsights;ifixit
macstudio_m4,sensor_motion,USES_COMPONENT,techinsights;ifixit
macpro_m2u,soc,USES_COMPONENT,techinsights;ifixit
macpro_m2u,display_panel,USES_COMPONENT,techinsights;ifixit
macpro_m2u,cover_glass,USES_COMPONENT,techinsights;ifixit
macpro_m2u,dram,USES_COMPONENT,techinsights;ifixit
macpro_m2u,nand,USES_COMPONENT,techinsights;ifixit
macpro_m2u,connectivity,USES_COMPONENT,techinsights;ifixit
macpro_m2u,pmic,USES_COMPONENT,techinsights;ifixit
macpro_m2u,battery,USES_COMPONENT,techinsights;ifixit
macpro_m2u,enclosure,USES_COMPONENT,techinsights;ifixit
macpro_m2u,fpc,USES_COMPONENT,techinsights;ifixit
macpro_m2u,pcb,USES_COMPONENT,techinsights;ifixit
macpro_m2u,substrate,USES_COMPONENT,techinsights;ifixit
macpro_m2u,osat,USES_COMPONENT,techinsights;ifixit
macpro_m2u,speaker,USES_COMPONENT,techinsights;ifixit
macpro_m2u,mic,USES_COMPONENT,techinsights;ifixit
macpro_m2u,sensor_motion,USES_COMPONENT,techinsights;ifixit
ipadpro_11_m4,soc,USES_COMPONENT,techinsights;ifixit
ipadpro_11_m4,display_panel,USES_COMPONENT,techinsights;ifixit
ipadpro_11_m4,cover_glass,USES_COMPONENT,techinsights;ifixit
ipadpro_11_m4,dram,USES_COMPONENT,techinsights;ifixit
ipadpro_11_m4,nand,USES_COMPONENT,techinsights;ifixit
ipadpro_11_m4,pmic,USES_COMPONENT,techinsights;ifixit
ipadpro_11_m4,battery,USES_COMPONENT,techinsights;ifixit
ipadpro_11_m4,enclosure,USES_COMPONENT,techinsights;ifixit
ipadpro_11_m4,fpc,USES_COMPONENT,techinsights;ifixit
ipadpro_11_m4,touch,USES_COMPONENT,techinsights;ifixit
ipadpro_11_m4,speaker,USES_COMPONENT,techinsights;ifixit
ipadpro_11_m4,mic,USES_COMPONENT,techinsights;ifixit
ipadpro_11_m4,sensor_motion,USES_COMPONENT,techinsights;ifixit
ipadpro_13_m4,soc,USES_COMPONENT,techinsights;ifixit
ipadpro_13_m4,display_panel,USES_COMPONENT,techinsights;ifixit
ipadpro_13_m4,cover_glass,USES_COMPONENT,techinsights;ifixit
ipadpro_13_m4,dram,USES_COMPONENT,techinsights;ifixit
ipadpro_13_m4,nand,USES_COMPONENT,techinsights;ifixit
ipadpro_13_m4,pmic,USES_COMPONENT,techinsights;ifixit
ipadpro_13_m4,battery,USES_COMPONENT,techinsights;ifixit
ipadpro_13_m4,enclosure,USES_COMPONENT,techinsights;ifixit
ipadpro_13_m4,fpc,USES_COMPONENT,techinsights;ifixit
ipadpro_13_m4,touch,USES_COMPONENT,techinsights;ifixit
ipadpro_13_m4,speaker,USES_COMPONENT,techinsights;ifixit
ipadpro_13_m4,mic,USES_COMPONENT,techinsights;ifixit
ipadpro_13_m4,sensor_motion,USES_COMPONENT,techinsights;ifixit
ipadair_11_m3,soc,USES_COMPONENT,techinsights;ifixit
ipadair_11_m3,display_panel,USES_COMPONENT,techinsights;ifixit
ipadair_11_m3,cover_glass,USES_COMPONENT,techinsights;ifixit
ipadair_11_m3,dram,USES_COMPONENT,techinsights;ifixit
ipadair_11_m3,nand,USES_COMPONENT,techinsights;ifixit
ipadair_11_m3,pmic,USES_COMPONENT,techinsights;ifixit
ipadair_11_m3,battery,USES_COMPONENT,techinsights;ifixit
ipadair_11_m3,enclosure,USES_COMPONENT,techinsights;ifixit
ipadair_11_m3,fpc,USES_COMPONENT,techinsights;ifixit
ipadair_11_m3,touch,USES_COMPONENT,techinsights;ifixit
ipadair_11_m3,speaker,USES_COMPONENT,techinsights;ifixit
ipadair_11_m3,mic,USES_COMPONENT,techinsights;ifixit
ipadair_11_m3,sensor_motion,USES_COMPONENT,techinsights;ifixit
ipadair_13_m3,soc,USES_COMPONENT,techinsights;ifixit
ipadair_13_m3,display_panel,USES_COMPONENT,techinsights;ifixit
ipadair_13_m3,cover_glass,USES_COMPONENT,techinsights;ifixit
ipadair_13_m3,dram,USES_COMPONENT,techinsights;ifixit
ipadair_13_m3,nand,USES_COMPONENT,techinsights;ifixit
ipadair_13_m3,pmic,USES_COMPONENT,techinsights;ifixit
ipadair_13_m3,battery,USES_COMPONENT,techinsights;ifixit
ipadair_13_m3,enclosure,USES_COMPONENT,techinsights;ifixit
ipadair_13_m3,fpc,USES_COMPONENT,techinsights;ifixit
ipadair_13_m3,touch,USES_COMPONENT,techinsights;ifixit
ipadair_13_m3,speaker,USES_COMPONENT,techinsights;ifixit
ipadair_13_m3,mic,USES_COMPONENT,techinsights;ifixit
ipadair_13_m3,sensor_motion,USES_COMPONENT,techinsights;ifixit
ipadmini_a17,soc,USES_COMPONENT,techinsights;ifixit
ipadmini_a17,display_panel,USES_COMPONENT,techinsights;ifixit
ipadmini_a17,cover_glass,USES_COMPONENT,techinsights;ifixit
ipadmini_a17,dram,USES_COMPONENT,techinsights;ifixit
ipadmini_a17,nand,USES_COMPONENT,techinsights;ifixit
ipadmini_a17,pmic,USES_COMPONENT,techinsights;ifixit
ipadmini_a17,battery,USES_COMPONENT,techinsights;ifixit
ipadmini_a17,enclosure,USES_COMPONENT,techinsights;ifixit
ipadmini_a17,fpc,USES_COMPONENT,techinsights;ifixit
ipadmini_a17,touch,USES_COMPONENT,techinsights;ifixit
ipadmini_a17,speaker,USES_COMPONENT,techinsights;ifixit
ipadmini_a17,mic,USES_COMPONENT,techinsights;ifixit
ipadmini_a17,sensor_motion,USES_COMPONENT,techinsights;ifixit
ipad_11_a16,soc,USES_COMPONENT,techinsights;ifixit
ipad_11_a16,display_panel,USES_COMPONENT,techinsights;ifixit
ipad_11_a16,cover_glass,USES_COMPONENT,techinsights;ifixit
ipad_11_a16,dram,USES_COMPONENT,techinsights;ifixit
ipad_11_a16,nand,USES_COMPONENT,techinsights;ifixit
ipad_11_a16,pmic,USES_COMPONENT,techinsights;ifixit
ipad_11_a16,battery,USES_COMPONENT,techinsights;ifixit
ipad_11_a16,enclosure,USES_COMPONENT,techinsights;ifixit
ipad_11_a16,fpc,USES_COMPONENT,techinsights;ifixit
ipad_11_a16,touch,USES_COMPONENT,techinsights;ifixit
ipad_11_a16,speaker,USES_COMPONENT,techinsights;ifixit
ipad_11_a16,mic,USES_COMPONENT,techinsights;ifixit
ipad_11_a16,sensor_motion,USES_COMPONENT,techinsights;ifixit
watch_s10,soc,USES_COMPONENT,techinsights;ifixit
watch_s10,display_panel,USES_COMPONENT,techinsights;ifixit
watch_s10,cover_glass,USES_COMPONENT,techinsights;ifixit
watch_s10,battery,USES_COMPONENT,techinsights;ifixit
watch_s10,enclosure,USES_COMPONENT,techinsights;ifixit
watch_s10,speaker,USES_COMPONENT,techinsights;ifixit
watch_s10,mic,USES_COMPONENT,techinsights;ifixit
watch_s10,sensor_bio,USES_COMPONENT,techinsights;ifixit
watch_s10,sensor_motion,USES_COMPONENT,techinsights;ifixit
watch_s10,pmic,USES_COMPONENT,techinsights;ifixit
watch_s10,wireless_charging,USES_COMPONENT,techinsights;ifixit
watch_s10,connectivity,USES_COMPONENT,techinsights;ifixit
watch_ultra3,soc,USES_COMPONENT,techinsights;ifixit
watch_ultra3,display_panel,USES_COMPONENT,techinsights;ifixit
watch_ultra3,cover_glass,USES_COMPONENT,techinsights;ifixit
watch_ultra3,battery,USES_COMPONENT,techinsights;ifixit
watch_ultra3,enclosure,USES_COMPONENT,techinsights;ifixit
watch_ultra3,speaker,USES_COMPONENT,techinsights;ifixit
watch_ultra3,mic,USES_COMPONENT,techinsights;ifixit
watch_ultra3,sensor_bio,USES_COMPONENT,techinsights;ifixit
watch_ultra3,sensor_motion,USES_COMPONENT,techinsights;ifixit
watch_ultra3,pmic,USES_COMPONENT,techinsights;ifixit
watch_ultra3,wireless_charging,USES_COMPONENT,techinsights;ifixit
watch_ultra3,connectivity,USES_COMPONENT,techinsights;ifixit
watch_se3,soc,USES_COMPONENT,techinsights;ifixit
watch_se3,display_panel,USES_COMPONENT,techinsights;ifixit
watch_se3,battery,USES_COMPONENT,techinsights;ifixit
watch_se3,enclosure,USES_COMPONENT,techinsights;ifixit
watch_se3,speaker,USES_COMPONENT,techinsights;ifixit
watch_se3,mic,USES_COMPONENT,techinsights;ifixit
watch_se3,sensor_motion,USES_COMPONENT,techinsights;ifixit
watch_se3,pmic,USES_COMPONENT,techinsights;ifixit
watch_se3,wireless_charging,USES_COMPONENT,techinsights;ifixit
watch_se3,connectivity,USES_COMPONENT,techinsights;ifixit
visionpro_m2,soc,USES_COMPONENT,techinsights;ifixit
visionpro_m2,display_panel,USES_COMPONENT,techinsights;ifixit
visionpro_m2,cover_glass,USES_COMPONENT,techinsights;ifixit
visionpro_m2,cis,USES_COMPONENT,techinsights;ifixit
visionpro_m2,lens,USES_COMPONENT,techinsights;ifixit
visionpro_m2,dram,USES_COMPONENT,techinsights;ifixit
visionpro_m2,nand,USES_COMPONENT,techinsights;ifixit
visionpro_m2,pmic,USES_COMPONENT,techinsights;ifixit
visionpro_m2,battery,USES_COMPONENT,techinsights;ifixit
visionpro_m2,enclosure,USES_COMPONENT,techinsights;ifixit
visionpro_m2,speaker,USES_COMPONENT,techinsights;ifixit
visionpro_m2,mic,USES_COMPONENT,techinsights;ifixit
visionpro_m2,sensor_motion,USES_COMPONENT,techinsights;ifixit
visionpro_m2,fpc,USES_COMPONENT,techinsights;ifixit
visionpro_m2,pcb,USES_COMPONENT,techinsights;ifixit
visionpro_m2,optical_filter,USES_COMPONENT,techinsights;ifixit
visionpro_m5,soc,USES_COMPONENT,techinsights;ifixit
visionpro_m5,display_panel,USES_COMPONENT,techinsights;ifixit
visionpro_m5,cover_glass,USES_COMPONENT,techinsights;ifixit
visionpro_m5,cis,USES_COMPONENT,techinsights;ifixit
visionpro_m5,lens,USES_COMPONENT,techinsights;ifixit
visionpro_m5,dram,USES_COMPONENT,techinsights;ifixit
visionpro_m5,nand,USES_COMPONENT,techinsights;ifixit
visionpro_m5,pmic,USES_COMPONENT,techinsights;ifixit
visionpro_m5,battery,USES_COMPONENT,techinsights;ifixit
visionpro_m5,enclosure,USES_COMPONENT,techinsights;ifixit
visionpro_m5,speaker,USES_COMPONENT,techinsights;ifixit
visionpro_m5,mic,USES_COMPONENT,techinsights;ifixit
visionpro_m5,sensor_motion,USES_COMPONENT,techinsights;ifixit
visionpro_m5,fpc,USES_COMPONENT,techinsights;ifixit
visionpro_m5,pcb,USES_COMPONENT,techinsights;ifixit
visionpro_m5,optical_filter,USES_COMPONENT,techinsights;ifixit
airpods_pro3,soc,USES_COMPONENT,techinsights;ifixit
airpods_pro3,speaker,USES_COMPONENT,techinsights;ifixit
airpods_pro3,mic,USES_COMPONENT,techinsights;ifixit
airpods_pro3,battery,USES_COMPONENT,techinsights;ifixit
airpods_pro3,pmic,USES_COMPONENT,techinsights;ifixit
airpods_pro3,connectivity,USES_COMPONENT,techinsights;ifixit
airpods_pro3,enclosure,USES_COMPONENT,techinsights;ifixit
airpods_pro3,wireless_charging,USES_COMPONENT,techinsights;ifixit
airpods_pro3,uwb,USES_COMPONENT,techinsights;ifixit
airpods_4,soc,USES_COMPONENT,techinsights;ifixit
airpods_4,speaker,USES_COMPONENT,techinsights;ifixit
airpods_4,mic,USES_COMPONENT,techinsights;ifixit
airpods_4,battery,USES_COMPONENT,techinsights;ifixit
airpods_4,pmic,USES_COMPONENT,techinsights;ifixit
airpods_4,connectivity,USES_COMPONENT,techinsights;ifixit
airpods_4,enclosure,USES_COMPONENT,techinsights;ifixit
airpods_4,wireless_charging,USES_COMPONENT,techinsights;ifixit
airpodsmax_usbc,speaker,USES_COMPONENT,techinsights;ifixit
airpodsmax_usbc,enclosure,USES_COMPONENT,techinsights;ifixit
airpodsmax_usbc,battery,USES_COMPONENT,techinsights;ifixit
airpodsmax_usbc,pmic,USES_COMPONENT,techinsights;ifixit
airpodsmax_usbc,connectivity,USES_COMPONENT,techinsights;ifixit
homepod_2,speaker,USES_COMPONENT,techinsights;ifixit
homepod_2,enclosure,USES_COMPONENT,techinsights;ifixit
homepod_2,pmic,USES_COMPONENT,techinsights;ifixit
homepod_2,connectivity,USES_COMPONENT,techinsights;ifixit
homepod_2,mic,USES_COMPONENT,techinsights;ifixit
homepod_mini,speaker,USES_COMPONENT,techinsights;ifixit
homepod_mini,enclosure,USES_COMPONENT,techinsights;ifixit
homepod_mini,pmic,USES_COMPONENT,techinsights;ifixit
homepod_mini,connectivity,USES_COMPONENT,techinsights;ifixit
homepod_mini,mic,USES_COMPONENT,techinsights;ifixit
